0.3
964.7010,1053.6392,1142.5774,1231.5156,1320.4538,1409.3920,1498.3302,1587.2684,1676.2066,1765.1448,1854.0830,1943.0211,2031.9593,2120.8975,2209.8357,2298.7739,2387.7121,2476.6503,2565.5885,2654.5267,2743.4649,2832.4031,2921.3413,3010.2794,3099.2176,3188.1558,3277.0940,3366.0322,3454.9704,3543.9086,3632.8468,3721.7850,3810.7232,3899.6614,3988.5996,4077.5377,4166.4759,4255.4141,4344.3523,4433.2905,4522.2287,4611.1669,4700.1051,4789.0433,4877.9815,4966.9197,5055.8579,5144.7960,5233.7342,5322.6724,
924.4524,1012.2179,1099.9835,1187.7491,1275.5147,1363.2803,1451.0459,1538.8114,1626.5770,1714.3426,1802.1082,1889.8738,1977.6394,2065.4050,2153.1705,2240.9361,2328.7017,2416.4673,2504.2329,2591.9985,2679.7640,2767.5296,2855.2952,2943.0608,3030.8264,3118.5920,3206.3576,3294.1231,3381.8887,3469.6543,3557.4199,3645.1855,3732.9511,3820.7166,3908.4822,3996.2478,4084.0134,4171.7790,4259.5446,4347.3102,4435.0757,4522.8413,4610.6069,4698.3725,4786.1381,4873.9037,4961.6692,5049.4348,5137.2004,5224.9660,
887.7420,974.2900,1060.8381,1147.3862,1233.9342,1320.4823,1407.0303,1493.5784,1580.1264,1666.6745,1753.2226,1839.7706,1926.3187,2012.8667,2099.4148,2185.9628,2272.5109,2359.0589,2445.6070,2532.1551,2618.7031,2705.2512,2791.7992,2878.3473,2964.8953,3051.4434,3137.9915,3224.5395,3311.0876,3397.6356,3484.1837,3570.7317,3657.2798,3743.8278,3830.3759,3916.9240,4003.4720,4090.0201,4176.5681,4263.1162,4349.6642,4436.2123,4522.7604,4609.3084,4695.8565,4782.4045,4868.9526,4955.5006,5042.0487,5128.5967,
854.0793,939.3763,1024.6732,1109.9702,1195.2672,1280.5642,1365.8611,1451.1581,1536.4551,1621.7520,1707.0490,1792.3460,1877.6429,1962.9399,2048.2369,2133.5338,2218.8308,2304.1278,2389.4248,2474.7217,2560.0187,2645.3157,2730.6126,2815.9096,2901.2066,2986.5035,3071.8005,3157.0975,3242.3944,3327.6914,3412.9884,3498.2854,3583.5823,3668.8793,3754.1763,3839.4732,3924.7702,4010.0672,4095.3641,4180.6611,4265.9581,4351.2551,4436.5520,4521.8490,4607.1460,4692.4429,4777.7399,4863.0369,4948.3338,5033.6308,
823.0848,907.1137,991.1426,1075.1715,1159.2004,1243.2293,1327.2582,1411.2872,1495.3161,1579.3450,1663.3739,1747.4028,1831.4317,1915.4607,1999.4896,2083.5185,2167.5474,2251.5763,2335.6052,2419.6341,2503.6631,2587.6920,2671.7209,2755.7498,2839.7787,2923.8076,3007.8365,3091.8655,3175.8944,3259.9233,3343.9522,3427.9811,3512.0100,3596.0389,3680.0679,3764.0968,3848.1257,3932.1546,4016.1835,4100.2124,4184.2414,4268.2703,4352.2992,4436.3281,4520.3570,4604.3859,4688.4148,4772.4438,4856.4727,4940.5016,
794.4752,877.2429,960.0106,1042.7783,1125.5460,1208.3137,1291.0814,1373.8492,1456.6169,1539.3846,1622.1523,1704.9200,1787.6877,1870.4554,1953.2232,2035.9909,2118.7586,2201.5263,2284.2940,2367.0617,2449.8294,2532.5972,2615.3649,2698.1326,2780.9003,2863.6680,2946.4357,3029.2034,3111.9712,3194.7389,3277.5066,3360.2743,3443.0420,3525.8097,3608.5774,3691.3452,3774.1129,3856.8806,3939.6483,4022.4160,4105.1837,4187.9515,4270.7192,4353.4869,4436.2546,4519.0223,4601.7900,4684.5577,4767.3255,4850.0932,
767.9857,849.5094,931.0330,1012.5566,1094.0803,1175.6039,1257.1275,1338.6512,1420.1748,1501.6984,1583.2221,1664.7457,1746.2693,1827.7929,1909.3166,1990.8402,2072.3638,2153.8875,2235.4111,2316.9347,2398.4584,2479.9820,2561.5056,2643.0293,2724.5529,2806.0765,2887.6001,2969.1238,3050.6474,3132.1710,3213.6947,3295.2183,3376.7419,3458.2656,3539.7892,3621.3128,3702.8365,3784.3601,3865.8837,3947.4074,4028.9310,4110.4546,4191.9782,4273.5019,4355.0255,4436.5491,4518.0728,4599.5964,4681.1200,4762.6437,
743.3248,823.6070,903.8892,984.1714,1064.4536,1144.7358,1225.0180,1305.3002,1385.5824,1465.8646,1546.1468,1626.4290,1706.7112,1786.9933,1867.2755,1947.5577,2027.8399,2108.1221,2188.4043,2268.6865,2348.9687,2429.2509,2509.5331,2589.8153,2670.0975,2750.3797,2830.6619,2910.9441,2991.2262,3071.5084,3151.7906,3232.0728,3312.3550,3392.6372,3472.9194,3553.2016,3633.4838,3713.7660,3794.0482,3874.3304,3954.6126,4034.8948,4115.1770,4195.4592,4275.7413,4356.0235,4436.3057,4516.5879,4596.8701,4677.1523,
720.3328,799.3930,878.4532,957.5134,1036.5736,1115.6338,1194.6940,1273.7542,1352.8144,1431.8746,1510.9348,1589.9950,1669.0552,1748.1154,1827.1756,1906.2358,1985.2960,2064.3562,2143.4164,2222.4766,2301.5368,2380.5970,2459.6573,2538.7175,2617.7777,2696.8379,2775.8981,2854.9583,2934.0185,3013.0787,3092.1389,3171.1991,3250.2593,3329.3195,3408.3797,3487.4399,3566.5001,3645.5603,3724.6205,3803.6807,3882.7409,3961.8011,4040.8613,4119.9215,4198.9817,4278.0419,4357.1021,4436.1623,4515.2225,4594.2827,

