0.3
0.0777442927,0.0711818598,0.0656410660,0.0609005676,0.0567986549,0.0532144358,0.0500557224,0.0472509885,0.0447438885,0.0424894329,0.0404512645,0.0385996828,0.0369101874,0.0353623873,0.0339391744,0.0326260880,0.0314108220,0.0302828381,0.0292330591,0.0282536245,0.0273376928,0.0264792822,0.0256731390,0.0249146305,0.0241996558,0.0235245716,0.0228861301,0.0222814267,0.0217078560,0.0211630740,0.0206449664,0.0201516209,0.0196813037,0.0192324392,0.0188035923,0.0183934533,0.0180008240,0.0176246066,0.0172637932,0.0169174566,0.0165847428,0.0162648635,0.0159570900,0.0156607480,0.0153752121,0.0150999020,0.0148342778,0.0145778374,0.0143301124,0.0140906661,
0.0811291137,0.0740947154,0.0681828396,0.0631446486,0.0587997932,0.0550143660,0.0516868571,0.0487389149,0.0461090982,0.0437485479,0.0416179228,0.0396851899,0.0379240023,0.0363124916,0.0348323547,0.0334681561,0.0322067871,0.0310370433,0.0299492913,0.0289352024,0.0279875387,0.0270999808,0.0262669862,0.0254836733,0.0247457262,0.0240493148,0.0233910282,0.0227678192,0.0221769568,0.0216159863,0.0210826954,0.0205750847,0.0200913429,0.0196298252,0.0191890344,0.0187676049,0.0183642884,0.0179779418,0.0176075162,0.0172520472,0.0169106469,0.0165824964,0.0162668389,0.0159629744,0.0156702541,0.0153880760,0.0151158806,0.0148531474,0.0145993915,0.0143541604,
0.0844840067,0.0769791301,0.0706988182,0.0653659621,0.0607811983,0.0567974306,0.0533037552,0.0502149743,0.0474645561,0.0449997887,0.0427783683,0.0407659519,0.0389343681,0.0372602911,0.0357242413,0.0343098240,0.0330031422,0.0317923383,0.0306672331,0.0296190392,0.0286401309,0.0277238583,0.0268643960,0.0260566195,0.0252960025,0.0245785323,0.0239006387,0.0232591351,0.0226511678,0.0220741740,0.0215258456,0.0210040982,0.0205070447,0.0200329724,0.0195803237,0.0191476783,0.0187337390,0.0183373183,0.0179573271,0.0175927647,0.0172427102,0.0169063144,0.0165827933,0.0162714215,0.0159715274,0.0156824877,0.0154037237,0.0151346969,0.0148749059,0.0146238832,
0.0878138592,0.0798402109,0.0731940649,0.0675693807,0.0627474769,0.0585679365,0.0549104142,0.0516828596,0.0488136633,0.0462462809,0.0439354699,0.0418445999,0.0399436967,0.0382079959,0.0366168585,0.0351529459,0.0338015857,0.0325502780,0.0313883079,0.0303064378,0.0292966611,0.0283520039,0.0274663638,0.0266343777,0.0258513133,0.0251129788,0.0244156480,0.0237559976,0.0231310537,0.0225381475,0.0219748770,0.0214390744,0.0209287783,0.0204422097,0.0199777514,0.0195339296,0.0191093990,0.0187029286,0.0183133898,0.0179397464,0.0175810448,0.0172364063,0.0169050199,0.0165861355,0.0162790588,0.0159831459,0.0156977989,0.0154224617,0.0151566168,0.0148997817,
0.0911206276,0.0826798250,0.0756702423,0.0697563129,0.0646997695,0.0603267618,0.0565074657,0.0531429761,0.0501566197,0.0474880411,0.0450890804,0.0429208417,0.0409515672,0.0391550721,0.0375095730,0.0359968009,0.0346013195,0.0333099969,0.0321115911,0.0309964216,0.0299561076,0.0289833569,0.0280717946,0.0272158234,0.0264105085,0.0256514824,0.0249348656,0.0242572004,0.0236153950,0.0230066763,0.0224285502,0.0218787669,0.0213552921,0.0208562813,0.0203800589,0.0199250987,0.0194900079,0.0190735125,0.0186744454,0.0182917352,0.0179243962,0.0175715208,0.0172322712,0.0169058731,0.0165916099,0.0162888171,0.0159968779,0.0157152193,0.0154433073,0.0151806449,
0.0944019446,0.0854951374,0.0781241384,0.0719232456,0.0666343258,0.0620699724,0.0580908356,0.0545911459,0.0514891742,0.0487207684,0.0462348695,0.0439903334,0.0419536358,0.0400971860,0.0383980702,0.0368371003,0.0353980866,0.0340672741,0.0328329013,0.0316848517,0.0306143761,0.0296138688,0.0286766870,0.0277970031,0.0269696831,0.0261901867,0.0254544836,0.0247589841,0.0241004804,0.0234760971,0.0228832492,0.0223196064,0.0217830626,0.0212717094,0.0207838133,0.0203177965,0.0198722196,0.0194457666,0.0190372323,0.0186455105,0.0182695842,0.0179085171,0.0175614451,0.0172275700,0.0169061532,0.0165965102,0.0162980057,0.0160100492,0.0157320915,0.0154636205,
0.0976580631,0.0882862537,0.0805556835,0.0740699309,0.0685507292,0.0637969985,0.0596598184,0.0560265455,0.0528104009,0.0499434500,0.0473717505,0.0450519264,0.0429487018,0.0410330942,0.0392810710,0.0376725363,0.0361905562,0.0348207606,0.0335508757,0.0323703551,0.0312700863,0.0302421551,0.0292796546,0.0283765304,0.0275274524,0.0267277102,0.0259731251,0.0252599775,0.0245849454,0.0239450525,0.0233376247,0.0227602523,0.0222107586,0.0216871720,0.0211877024,0.0207107211,0.0202547428,0.0198184100,0.0194004801,0.0189998126,0.0186153598,0.0182461569,0.0178913142,0.0175500098,0.0172214835,0.0169050308,0.0165999982,0.0163057785,0.0160218066,0.0157475565,
0.1008980146,0.0910628460,0.0829747697,0.0762062369,0.0704586836,0.0655173009,0.0612235904,0.0574580473,0.0541288638,0.0511643444,0.0485076847,0.0461132959,0.0439441670,0.0419699380,0.0401654701,0.0385097698,0.0369851678,0.0355766866,0.0342715464,0.0330587764,0.0319289056,0.0308737151,0.0298860375,0.0289595943,0.0280888622,0.0272689625,0.0264955702,0.0257648373,0.0250733290,0.0244179697,0.0237959968,0.0232049226,0.0226425004,0.0221066961,0.0215956638,0.0211077243,0.0206413470,0.0201951335,0.0197678038,0.0193581839,0.0189651954,0.0185878454,0.0182252187,0.0178764701,0.0175408178,0.0172175378,0.0169059584,0.0166054555,0.0163154490,0.0160353983,
0.1041185439,0.0938211890,0.0853773443,0.0783278865,0.0723537630,0.0672263608,0.0627775816,0.0588810619,0.0554399774,0.0523788882,0.0496381442,0.0471699592,0.0449356014,0.0429033455,0.0410469574,0.0393445548,0.0377777413,0.0363309388,0.0349908672,0.0337461364,0.0325869213,0.0315047017,0.0304920533,0.0295424762,0.0286502560,0.0278103482,0.0270182832,0.0262700863,0.0255622112,0.0248914841,0.0242550555,0.0236503600,0.0230750821,0.0225271261,0.0220045907,0.0215057470,0.0210290195,0.0205729692,0.0201362796,0.0197177433,0.0193162515,0.0189307837,0.0185603994,0.0182042302,0.0178614733,0.0175313850,0.0172132756,0.0169065048,0.0166104770,0.0163246374,

