X                       ,Y                       ,T   
2.700000000000000178e-01,7.799999999999999989e-02,3.268799999999999955e+02
2.879999999999999782e-01,7.799999999999999989e-02,3.268826000000000249e+02
3.059999999999999942e-01,7.799999999999999989e-02,3.268849999999999909e+02
3.240000000000000102e-01,7.799999999999999989e-02,3.268872000000000071e+02
3.420000000000000262e-01,7.799999999999999989e-02,3.268890999999999849e+02
3.599999999999999867e-01,7.799999999999999989e-02,3.268906999999999812e+02
3.780000000000000027e-01,7.799999999999999989e-02,3.268919999999999959e+02
3.960000000000000187e-01,7.799999999999999989e-02,3.268931000000000040e+02
4.139999999999999791e-01,7.799999999999999989e-02,3.268938999999999737e+02
4.319999999999999951e-01,7.799999999999999989e-02,3.268944000000000187e+02
4.500000000000000111e-01,7.799999999999999989e-02,3.268947000000000003e+02
4.680000000000000271e-01,7.799999999999999989e-02,3.268947000000000003e+02
4.859999999999999876e-01,7.799999999999999989e-02,3.268944000000000187e+02
5.040000000000000036e-01,7.799999999999999989e-02,3.268938999999999737e+02
5.220000000000000195e-01,7.799999999999999989e-02,3.268931000000000040e+02
5.400000000000000355e-01,7.799999999999999989e-02,3.268919999999999959e+02
5.580000000000000515e-01,7.799999999999999989e-02,3.268906999999999812e+02
5.759999999999999565e-01,7.799999999999999989e-02,3.268890999999999849e+02
5.939999999999999725e-01,7.799999999999999989e-02,3.268872000000000071e+02
6.119999999999999885e-01,7.799999999999999989e-02,3.268849999999999909e+02
6.300000000000000044e-01,7.799999999999999989e-02,3.268826000000000249e+02
6.480000000000000204e-01,7.799999999999999989e-02,3.268799999999999955e+02
6.660000000000000364e-01,7.799999999999999989e-02,3.268770000000000095e+02
6.840000000000000524e-01,7.799999999999999989e-02,3.268738000000000170e+02
7.019999999999999574e-01,7.799999999999999989e-02,3.268704000000000178e+02
7.199999999999999734e-01,7.799999999999999989e-02,3.268666999999999803e+02
7.379999999999999893e-01,7.799999999999999989e-02,3.268627000000000180e+02
7.560000000000000053e-01,7.799999999999999989e-02,3.268584999999999923e+02
7.740000000000000213e-01,7.799999999999999989e-02,3.268541000000000167e+02
7.920000000000000373e-01,7.799999999999999989e-02,3.268494000000000028e+02
8.100000000000000533e-01,7.799999999999999989e-02,3.268444999999999823e+02
8.279999999999999583e-01,7.799999999999999989e-02,3.268394000000000119e+02
8.459999999999999742e-01,7.799999999999999989e-02,3.268340000000000032e+02
8.639999999999999902e-01,7.799999999999999989e-02,3.268283999999999878e+02
8.820000000000000062e-01,7.799999999999999989e-02,3.268226000000000226e+02
9.000000000000000222e-01,7.799999999999999989e-02,3.268165999999999940e+02
1.799999999999999864e-02,8.400000000000000522e-02,3.250504999999999995e+02
3.599999999999999728e-02,8.400000000000000522e-02,3.250559000000000083e+02
5.399999999999999939e-02,8.400000000000000522e-02,3.250611000000000104e+02
7.199999999999999456e-02,8.400000000000000522e-02,3.250661999999999807e+02
8.999999999999999667e-02,8.400000000000000522e-02,3.250710000000000264e+02
1.079999999999999988e-01,8.400000000000000522e-02,3.250756000000000085e+02
1.260000000000000009e-01,8.400000000000000522e-02,3.250801000000000158e+02
1.439999999999999891e-01,8.400000000000000522e-02,3.250842999999999847e+02
1.620000000000000051e-01,8.400000000000000522e-02,3.250883000000000038e+02
1.799999999999999933e-01,8.400000000000000522e-02,3.250921000000000163e+02
1.980000000000000093e-01,8.400000000000000522e-02,3.250957000000000221e+02
2.159999999999999976e-01,8.400000000000000522e-02,3.250989999999999895e+02
2.340000000000000135e-01,8.400000000000000522e-02,3.251021000000000072e+02
2.520000000000000018e-01,8.400000000000000522e-02,3.251050000000000182e+02
2.700000000000000178e-01,8.400000000000000522e-02,3.251075999999999908e+02
2.879999999999999782e-01,8.400000000000000522e-02,3.251100999999999885e+02
3.059999999999999942e-01,8.400000000000000522e-02,3.251121999999999730e+02
3.240000000000000102e-01,8.400000000000000522e-02,3.251141999999999825e+02
3.420000000000000262e-01,8.400000000000000522e-02,3.251159000000000106e+02
3.599999999999999867e-01,8.400000000000000522e-02,3.251173000000000002e+02
3.780000000000000027e-01,8.400000000000000522e-02,3.251186000000000149e+02
3.960000000000000187e-01,8.400000000000000522e-02,3.251195000000000164e+02
4.139999999999999791e-01,8.400000000000000522e-02,3.251202999999999861e+02
4.319999999999999951e-01,8.400000000000000522e-02,3.251206999999999994e+02
4.500000000000000111e-01,8.400000000000000522e-02,3.251209999999999809e+02
4.680000000000000271e-01,8.400000000000000522e-02,3.251209999999999809e+02
4.859999999999999876e-01,8.400000000000000522e-02,3.251206999999999994e+02
5.040000000000000036e-01,8.400000000000000522e-02,3.251202999999999861e+02
5.220000000000000195e-01,8.400000000000000522e-02,3.251195000000000164e+02
5.400000000000000355e-01,8.400000000000000522e-02,3.251186000000000149e+02
5.580000000000000515e-01,8.400000000000000522e-02,3.251173000000000002e+02
5.759999999999999565e-01,8.400000000000000522e-02,3.251159000000000106e+02
5.939999999999999725e-01,8.400000000000000522e-02,3.251141999999999825e+02
6.119999999999999885e-01,8.400000000000000522e-02,3.251121999999999730e+02
6.300000000000000044e-01,8.400000000000000522e-02,3.251100999999999885e+02
6.480000000000000204e-01,8.400000000000000522e-02,3.251075999999999908e+02
6.660000000000000364e-01,8.400000000000000522e-02,3.251050000000000182e+02
6.840000000000000524e-01,8.400000000000000522e-02,3.251021000000000072e+02
7.019999999999999574e-01,8.400000000000000522e-02,3.250989999999999895e+02
7.199999999999999734e-01,8.400000000000000522e-02,3.250957000000000221e+02
7.379999999999999893e-01,8.400000000000000522e-02,3.250921000000000163e+02
7.560000000000000053e-01,8.400000000000000522e-02,3.250883000000000038e+02
7.740000000000000213e-01,8.400000000000000522e-02,3.250842999999999847e+02
7.920000000000000373e-01,8.400000000000000522e-02,3.250801000000000158e+02
8.100000000000000533e-01,8.400000000000000522e-02,3.250756000000000085e+02
8.279999999999999583e-01,8.400000000000000522e-02,3.250710000000000264e+02
8.459999999999999742e-01,8.400000000000000522e-02,3.250661999999999807e+02
8.639999999999999902e-01,8.400000000000000522e-02,3.250611000000000104e+02
8.820000000000000062e-01,8.400000000000000522e-02,3.250559000000000083e+02
9.000000000000000222e-01,8.400000000000000522e-02,3.250504999999999995e+02
1.799999999999999864e-02,8.999999999999999667e-02,3.234205999999999790e+02
3.599999999999999728e-02,8.999999999999999667e-02,3.234254999999999995e+02
5.399999999999999939e-02,8.999999999999999667e-02,3.234302000000000135e+02
7.199999999999999456e-02,8.999999999999999667e-02,3.234347999999999956e+02
8.999999999999999667e-02,8.999999999999999667e-02,3.234392000000000280e+02
1.079999999999999988e-01,8.999999999999999667e-02,3.234433999999999969e+02
1.260000000000000009e-01,8.999999999999999667e-02,3.234474000000000160e+02
1.439999999999999891e-01,8.999999999999999667e-02,3.234511999999999716e+02
1.620000000000000051e-01,8.999999999999999667e-02,3.234549000000000092e+02
1.799999999999999933e-01,8.999999999999999667e-02,3.234583000000000084e+02
1.980000000000000093e-01,8.999999999999999667e-02,3.234615000000000009e+02
2.159999999999999976e-01,8.999999999999999667e-02,3.234644999999999868e+02
2.340000000000000135e-01,8.999999999999999667e-02,3.234673999999999978e+02
2.520000000000000018e-01,8.999999999999999667e-02,3.234700000000000273e+02
2.700000000000000178e-01,8.999999999999999667e-02,3.234723999999999933e+02
2.879999999999999782e-01,8.999999999999999667e-02,3.234746000000000095e+02
3.059999999999999942e-01,8.999999999999999667e-02,3.234764999999999873e+02
3.240000000000000102e-01,8.999999999999999667e-02,3.234782999999999902e+02
3.420000000000000262e-01,8.999999999999999667e-02,3.234798000000000116e+02
3.599999999999999867e-01,8.999999999999999667e-02,3.234811000000000263e+02
3.780000000000000027e-01,8.999999999999999667e-02,3.234821999999999775e+02
3.960000000000000187e-01,8.999999999999999667e-02,3.234830999999999790e+02
4.139999999999999791e-01,8.999999999999999667e-02,3.234837999999999738e+02
4.319999999999999951e-01,8.999999999999999667e-02,3.234841999999999871e+02
4.500000000000000111e-01,8.999999999999999667e-02,3.234845000000000255e+02
4.680000000000000271e-01,8.999999999999999667e-02,3.234845000000000255e+02
4.859999999999999876e-01,8.999999999999999667e-02,3.234841999999999871e+02
5.040000000000000036e-01,8.999999999999999667e-02,3.234837999999999738e+02
5.220000000000000195e-01,8.999999999999999667e-02,3.234830999999999790e+02
5.400000000000000355e-01,8.999999999999999667e-02,3.234821999999999775e+02
5.580000000000000515e-01,8.999999999999999667e-02,3.234811000000000263e+02
5.759999999999999565e-01,8.999999999999999667e-02,3.234798000000000116e+02
5.939999999999999725e-01,8.999999999999999667e-02,3.234782999999999902e+02
6.119999999999999885e-01,8.999999999999999667e-02,3.234764999999999873e+02
6.300000000000000044e-01,8.999999999999999667e-02,3.234746000000000095e+02
6.480000000000000204e-01,8.999999999999999667e-02,3.234723999999999933e+02
6.660000000000000364e-01,8.999999999999999667e-02,3.234700000000000273e+02
6.840000000000000524e-01,8.999999999999999667e-02,3.234673999999999978e+02
7.019999999999999574e-01,8.999999999999999667e-02,3.234644999999999868e+02
7.199999999999999734e-01,8.999999999999999667e-02,3.234615000000000009e+02
7.379999999999999893e-01,8.999999999999999667e-02,3.234583000000000084e+02
7.560000000000000053e-01,8.999999999999999667e-02,3.234549000000000092e+02
7.740000000000000213e-01,8.999999999999999667e-02,3.234511999999999716e+02
7.920000000000000373e-01,8.999999999999999667e-02,3.234474000000000160e+02
8.100000000000000533e-01,8.999999999999999667e-02,3.234433999999999969e+02
8.279999999999999583e-01,8.999999999999999667e-02,3.234392000000000280e+02
8.459999999999999742e-01,8.999999999999999667e-02,3.234347999999999956e+02
8.639999999999999902e-01,8.999999999999999667e-02,3.234302000000000135e+02
8.820000000000000062e-01,8.999999999999999667e-02,3.234254999999999995e+02
9.000000000000000222e-01,8.999999999999999667e-02,3.234205999999999790e+02
1.799999999999999864e-02,9.600000000000000200e-02,3.219143000000000256e+02
3.599999999999999728e-02,9.600000000000000200e-02,3.219187999999999761e+02
5.399999999999999939e-02,9.600000000000000200e-02,3.219230999999999767e+02
7.199999999999999456e-02,9.600000000000000200e-02,3.219272000000000276e+02
8.999999999999999667e-02,9.600000000000000200e-02,3.219311999999999898e+02
1.079999999999999988e-01,9.600000000000000200e-02,3.219350000000000023e+02
1.260000000000000009e-01,9.600000000000000200e-02,3.219386999999999830e+02
1.439999999999999891e-01,9.600000000000000200e-02,3.219422000000000139e+02
1.620000000000000051e-01,9.600000000000000200e-02,3.219454000000000065e+02
1.799999999999999933e-01,9.600000000000000200e-02,3.219485999999999990e+02
1.980000000000000093e-01,9.600000000000000200e-02,3.219515000000000100e+02
2.159999999999999976e-01,9.600000000000000200e-02,3.219542000000000144e+02
2.340000000000000135e-01,9.600000000000000200e-02,3.219567999999999870e+02
2.520000000000000018e-01,9.600000000000000200e-02,3.219592000000000098e+02
2.700000000000000178e-01,9.600000000000000200e-02,3.219612999999999943e+02
2.879999999999999782e-01,9.600000000000000200e-02,3.219633000000000038e+02
3.059999999999999942e-01,9.600000000000000200e-02,3.219651000000000067e+02
3.240000000000000102e-01,9.600000000000000200e-02,3.219667000000000030e+02
3.420000000000000262e-01,9.600000000000000200e-02,3.219680999999999926e+02
3.599999999999999867e-01,9.600000000000000200e-02,3.219692999999999756e+02
3.780000000000000027e-01,9.600000000000000200e-02,3.219703000000000088e+02
3.960000000000000187e-01,9.600000000000000200e-02,3.219710999999999785e+02
4.139999999999999791e-01,9.600000000000000200e-02,3.219716999999999985e+02
4.319999999999999951e-01,9.600000000000000200e-02,3.219721000000000117e+02
4.500000000000000111e-01,9.600000000000000200e-02,3.219723000000000184e+02
4.680000000000000271e-01,9.600000000000000200e-02,3.219723000000000184e+02
4.859999999999999876e-01,9.600000000000000200e-02,3.219721000000000117e+02
5.040000000000000036e-01,9.600000000000000200e-02,3.219716999999999985e+02
5.220000000000000195e-01,9.600000000000000200e-02,3.219710999999999785e+02
5.400000000000000355e-01,9.600000000000000200e-02,3.219703000000000088e+02
5.580000000000000515e-01,9.600000000000000200e-02,3.219692999999999756e+02
5.759999999999999565e-01,9.600000000000000200e-02,3.219680999999999926e+02
5.939999999999999725e-01,9.600000000000000200e-02,3.219667000000000030e+02
6.119999999999999885e-01,9.600000000000000200e-02,3.219651000000000067e+02
6.300000000000000044e-01,9.600000000000000200e-02,3.219633000000000038e+02
6.480000000000000204e-01,9.600000000000000200e-02,3.219612999999999943e+02
6.660000000000000364e-01,9.600000000000000200e-02,3.219592000000000098e+02
6.840000000000000524e-01,9.600000000000000200e-02,3.219567999999999870e+02
7.019999999999999574e-01,9.600000000000000200e-02,3.219542000000000144e+02
7.199999999999999734e-01,9.600000000000000200e-02,3.219515000000000100e+02
7.379999999999999893e-01,9.600000000000000200e-02,3.219485999999999990e+02
7.560000000000000053e-01,9.600000000000000200e-02,3.219454000000000065e+02
7.740000000000000213e-01,9.600000000000000200e-02,3.219422000000000139e+02
7.920000000000000373e-01,9.600000000000000200e-02,3.219386999999999830e+02
8.100000000000000533e-01,9.600000000000000200e-02,3.219350000000000023e+02
8.279999999999999583e-01,9.600000000000000200e-02,3.219311999999999898e+02
8.459999999999999742e-01,9.600000000000000200e-02,3.219272000000000276e+02
8.639999999999999902e-01,9.600000000000000200e-02,3.219230999999999767e+02
8.820000000000000062e-01,9.600000000000000200e-02,3.219187999999999761e+02
9.000000000000000222e-01,9.600000000000000200e-02,3.219143000000000256e+02
1.799999999999999864e-02,1.019999999999999934e-01,3.205205000000000268e+02
3.599999999999999728e-02,1.019999999999999934e-01,3.205246000000000208e+02
5.399999999999999939e-02,1.019999999999999934e-01,3.205285999999999831e+02
7.199999999999999456e-02,1.019999999999999934e-01,3.205323000000000206e+02
8.999999999999999667e-02,1.019999999999999934e-01,3.205360000000000014e+02
1.079999999999999988e-01,1.019999999999999934e-01,3.205394000000000005e+02
1.260000000000000009e-01,1.019999999999999934e-01,3.205427999999999997e+02
1.439999999999999891e-01,1.019999999999999934e-01,3.205459000000000174e+02
1.620000000000000051e-01,1.019999999999999934e-01,3.205489000000000033e+02
1.799999999999999933e-01,1.019999999999999934e-01,3.205516999999999825e+02
1.980000000000000093e-01,1.019999999999999934e-01,3.205543999999999869e+02
2.159999999999999976e-01,1.019999999999999934e-01,3.205568999999999846e+02
2.340000000000000135e-01,1.019999999999999934e-01,3.205591999999999757e+02
2.520000000000000018e-01,1.019999999999999934e-01,3.205613999999999919e+02
2.700000000000000178e-01,1.019999999999999934e-01,3.205634000000000015e+02
2.879999999999999782e-01,1.019999999999999934e-01,3.205652000000000044e+02
3.059999999999999942e-01,1.019999999999999934e-01,3.205668000000000006e+02
3.240000000000000102e-01,1.019999999999999934e-01,3.205683000000000220e+02
3.420000000000000262e-01,1.019999999999999934e-01,3.205695000000000050e+02
3.599999999999999867e-01,1.019999999999999934e-01,3.205706000000000131e+02
3.780000000000000027e-01,1.019999999999999934e-01,3.205715000000000146e+02
3.960000000000000187e-01,1.019999999999999934e-01,3.205722999999999843e+02
4.139999999999999791e-01,1.019999999999999934e-01,3.205727999999999724e+02
4.319999999999999951e-01,1.019999999999999934e-01,3.205731999999999857e+02
4.500000000000000111e-01,1.019999999999999934e-01,3.205733999999999924e+02
4.680000000000000271e-01,1.019999999999999934e-01,3.205733999999999924e+02
4.859999999999999876e-01,1.019999999999999934e-01,3.205731999999999857e+02
5.040000000000000036e-01,1.019999999999999934e-01,3.205727999999999724e+02
5.220000000000000195e-01,1.019999999999999934e-01,3.205722999999999843e+02
5.400000000000000355e-01,1.019999999999999934e-01,3.205715000000000146e+02
5.580000000000000515e-01,1.019999999999999934e-01,3.205706000000000131e+02
5.759999999999999565e-01,1.019999999999999934e-01,3.205695000000000050e+02
5.939999999999999725e-01,1.019999999999999934e-01,3.205683000000000220e+02
6.119999999999999885e-01,1.019999999999999934e-01,3.205668000000000006e+02
6.300000000000000044e-01,1.019999999999999934e-01,3.205652000000000044e+02
6.480000000000000204e-01,1.019999999999999934e-01,3.205634000000000015e+02
6.660000000000000364e-01,1.019999999999999934e-01,3.205613999999999919e+02
6.840000000000000524e-01,1.019999999999999934e-01,3.205591999999999757e+02
7.019999999999999574e-01,1.019999999999999934e-01,3.205568999999999846e+02
7.199999999999999734e-01,1.019999999999999934e-01,3.205543999999999869e+02
7.379999999999999893e-01,1.019999999999999934e-01,3.205516999999999825e+02
7.560000000000000053e-01,1.019999999999999934e-01,3.205489000000000033e+02
7.740000000000000213e-01,1.019999999999999934e-01,3.205459000000000174e+02
7.920000000000000373e-01,1.019999999999999934e-01,3.205427999999999997e+02
8.100000000000000533e-01,1.019999999999999934e-01,3.205394000000000005e+02
8.279999999999999583e-01,1.019999999999999934e-01,3.205360000000000014e+02
8.459999999999999742e-01,1.019999999999999934e-01,3.205323000000000206e+02
8.639999999999999902e-01,1.019999999999999934e-01,3.205285999999999831e+02
8.820000000000000062e-01,1.019999999999999934e-01,3.205246000000000208e+02
9.000000000000000222e-01,1.019999999999999934e-01,3.205205000000000268e+02
1.799999999999999864e-02,1.079999999999999988e-01,3.192294999999999732e+02
3.599999999999999728e-02,1.079999999999999988e-01,3.192332000000000107e+02
5.399999999999999939e-02,1.079999999999999988e-01,3.192368000000000166e+02
7.199999999999999456e-02,1.079999999999999988e-01,3.192402999999999906e+02
8.999999999999999667e-02,1.079999999999999988e-01,3.192436000000000149e+02
1.079999999999999988e-01,1.079999999999999988e-01,3.192468000000000075e+02
1.260000000000000009e-01,1.079999999999999988e-01,3.192497999999999934e+02
1.439999999999999891e-01,1.079999999999999988e-01,3.192527000000000044e+02
1.620000000000000051e-01,1.079999999999999988e-01,3.192554000000000087e+02
1.799999999999999933e-01,1.079999999999999988e-01,3.192579999999999814e+02
1.980000000000000093e-01,1.079999999999999988e-01,3.192604000000000042e+02
2.159999999999999976e-01,1.079999999999999988e-01,3.192626999999999953e+02
2.340000000000000135e-01,1.079999999999999988e-01,3.192647999999999797e+02
2.520000000000000018e-01,1.079999999999999988e-01,3.192667999999999893e+02
2.700000000000000178e-01,1.079999999999999988e-01,3.192685999999999922e+02
2.879999999999999782e-01,1.079999999999999988e-01,3.192703000000000202e+02
3.059999999999999942e-01,1.079999999999999988e-01,3.192717000000000098e+02
3.240000000000000102e-01,1.079999999999999988e-01,3.192730999999999995e+02
3.420000000000000262e-01,1.079999999999999988e-01,3.192742000000000075e+02
3.599999999999999867e-01,1.079999999999999988e-01,3.192751999999999839e+02
3.780000000000000027e-01,1.079999999999999988e-01,3.192760000000000105e+02
3.960000000000000187e-01,1.079999999999999988e-01,3.192767000000000053e+02
4.139999999999999791e-01,1.079999999999999988e-01,3.192771999999999935e+02
4.319999999999999951e-01,1.079999999999999988e-01,3.192774999999999750e+02
4.500000000000000111e-01,1.079999999999999988e-01,3.192776999999999816e+02
4.680000000000000271e-01,1.079999999999999988e-01,3.192776999999999816e+02
4.859999999999999876e-01,1.079999999999999988e-01,3.192774999999999750e+02
5.040000000000000036e-01,1.079999999999999988e-01,3.192771999999999935e+02
5.220000000000000195e-01,1.079999999999999988e-01,3.192767000000000053e+02
5.400000000000000355e-01,1.079999999999999988e-01,3.192760000000000105e+02
5.580000000000000515e-01,1.079999999999999988e-01,3.192751999999999839e+02
5.759999999999999565e-01,1.079999999999999988e-01,3.192742000000000075e+02
5.939999999999999725e-01,1.079999999999999988e-01,3.192730999999999995e+02
6.119999999999999885e-01,1.079999999999999988e-01,3.192717000000000098e+02
6.300000000000000044e-01,1.079999999999999988e-01,3.192703000000000202e+02
6.480000000000000204e-01,1.079999999999999988e-01,3.192685999999999922e+02
6.660000000000000364e-01,1.079999999999999988e-01,3.192667999999999893e+02
6.840000000000000524e-01,1.079999999999999988e-01,3.192647999999999797e+02
7.019999999999999574e-01,1.079999999999999988e-01,3.192626999999999953e+02
7.199999999999999734e-01,1.079999999999999988e-01,3.192604000000000042e+02
7.379999999999999893e-01,1.079999999999999988e-01,3.192579999999999814e+02
7.560000000000000053e-01,1.079999999999999988e-01,3.192554000000000087e+02
7.740000000000000213e-01,1.079999999999999988e-01,3.192527000000000044e+02
7.920000000000000373e-01,1.079999999999999988e-01,3.192497999999999934e+02
8.100000000000000533e-01,1.079999999999999988e-01,3.192468000000000075e+02
8.279999999999999583e-01,1.079999999999999988e-01,3.192436000000000149e+02
8.459999999999999742e-01,1.079999999999999988e-01,3.192402999999999906e+02
8.639999999999999902e-01,1.079999999999999988e-01,3.192368000000000166e+02
8.820000000000000062e-01,1.079999999999999988e-01,3.192332000000000107e+02
9.000000000000000222e-01,1.079999999999999988e-01,3.192294999999999732e+02
1.799999999999999864e-02,1.140000000000000041e-01,3.180325000000000273e+02
3.599999999999999728e-02,1.140000000000000041e-01,3.180359000000000265e+02
5.399999999999999939e-02,1.140000000000000041e-01,3.180391999999999939e+02
7.199999999999999456e-02,1.140000000000000041e-01,3.180423999999999864e+02
8.999999999999999667e-02,1.140000000000000041e-01,3.180453999999999724e+02
1.079999999999999988e-01,1.140000000000000041e-01,3.180482999999999834e+02
1.260000000000000009e-01,1.140000000000000041e-01,3.180511000000000195e+02
1.439999999999999891e-01,1.140000000000000041e-01,3.180538000000000238e+02
1.620000000000000051e-01,1.140000000000000041e-01,3.180563000000000216e+02
1.799999999999999933e-01,1.140000000000000041e-01,3.180586000000000126e+02
1.980000000000000093e-01,1.140000000000000041e-01,3.180609000000000037e+02
2.159999999999999976e-01,1.140000000000000041e-01,3.180629000000000133e+02
2.340000000000000135e-01,1.140000000000000041e-01,3.180649000000000228e+02
2.520000000000000018e-01,1.140000000000000041e-01,3.180667000000000257e+02
2.700000000000000178e-01,1.140000000000000041e-01,3.180683000000000220e+02
2.879999999999999782e-01,1.140000000000000041e-01,3.180697999999999865e+02
3.059999999999999942e-01,1.140000000000000041e-01,3.180711999999999762e+02
3.240000000000000102e-01,1.140000000000000041e-01,3.180724000000000160e+02
3.420000000000000262e-01,1.140000000000000041e-01,3.180735000000000241e+02
3.599999999999999867e-01,1.140000000000000041e-01,3.180744000000000256e+02
3.780000000000000027e-01,1.140000000000000041e-01,3.180751000000000204e+02
3.960000000000000187e-01,1.140000000000000041e-01,3.180756999999999834e+02
4.139999999999999791e-01,1.140000000000000041e-01,3.180761999999999716e+02
4.319999999999999951e-01,1.140000000000000041e-01,3.180765000000000100e+02
4.500000000000000111e-01,1.140000000000000041e-01,3.180765999999999849e+02
4.680000000000000271e-01,1.140000000000000041e-01,3.180765999999999849e+02
4.859999999999999876e-01,1.140000000000000041e-01,3.180765000000000100e+02
5.040000000000000036e-01,1.140000000000000041e-01,3.180761999999999716e+02
5.220000000000000195e-01,1.140000000000000041e-01,3.180756999999999834e+02
5.400000000000000355e-01,1.140000000000000041e-01,3.180751000000000204e+02
5.580000000000000515e-01,1.140000000000000041e-01,3.180744000000000256e+02
5.759999999999999565e-01,1.140000000000000041e-01,3.180735000000000241e+02
5.939999999999999725e-01,1.140000000000000041e-01,3.180724000000000160e+02
6.119999999999999885e-01,1.140000000000000041e-01,3.180711999999999762e+02
6.300000000000000044e-01,1.140000000000000041e-01,3.180697999999999865e+02
6.480000000000000204e-01,1.140000000000000041e-01,3.180683000000000220e+02
6.660000000000000364e-01,1.140000000000000041e-01,3.180667000000000257e+02
6.840000000000000524e-01,1.140000000000000041e-01,3.180649000000000228e+02
7.019999999999999574e-01,1.140000000000000041e-01,3.180629000000000133e+02
7.199999999999999734e-01,1.140000000000000041e-01,3.180609000000000037e+02
7.379999999999999893e-01,1.140000000000000041e-01,3.180586000000000126e+02
7.560000000000000053e-01,1.140000000000000041e-01,3.180563000000000216e+02
7.740000000000000213e-01,1.140000000000000041e-01,3.180538000000000238e+02
7.920000000000000373e-01,1.140000000000000041e-01,3.180511000000000195e+02
8.100000000000000533e-01,1.140000000000000041e-01,3.180482999999999834e+02
8.279999999999999583e-01,1.140000000000000041e-01,3.180453999999999724e+02
8.459999999999999742e-01,1.140000000000000041e-01,3.180423999999999864e+02
8.639999999999999902e-01,1.140000000000000041e-01,3.180391999999999939e+02
8.820000000000000062e-01,1.140000000000000041e-01,3.180359000000000265e+02
9.000000000000000222e-01,1.140000000000000041e-01,3.180325000000000273e+02
1.799999999999999864e-02,1.199999999999999956e-01,3.169218999999999937e+02
3.599999999999999728e-02,1.199999999999999956e-01,3.169250000000000114e+02
5.399999999999999939e-02,1.199999999999999956e-01,3.169280999999999722e+02
7.199999999999999456e-02,1.199999999999999956e-01,3.169309999999999832e+02
8.999999999999999667e-02,1.199999999999999956e-01,3.169338000000000193e+02
1.079999999999999988e-01,1.199999999999999956e-01,3.169363999999999919e+02
1.260000000000000009e-01,1.199999999999999956e-01,3.169390000000000214e+02
1.439999999999999891e-01,1.199999999999999956e-01,3.169413999999999874e+02
1.620000000000000051e-01,1.199999999999999956e-01,3.169436999999999784e+02
1.799999999999999933e-01,1.199999999999999956e-01,3.169458999999999946e+02
1.980000000000000093e-01,1.199999999999999956e-01,3.169479000000000042e+02
2.159999999999999976e-01,1.199999999999999956e-01,3.169497999999999820e+02
2.340000000000000135e-01,1.199999999999999956e-01,3.169515999999999849e+02
2.520000000000000018e-01,1.199999999999999956e-01,3.169531999999999812e+02
2.700000000000000178e-01,1.199999999999999956e-01,3.169547999999999774e+02
2.879999999999999782e-01,1.199999999999999956e-01,3.169560999999999922e+02
3.059999999999999942e-01,1.199999999999999956e-01,3.169574000000000069e+02
3.240000000000000102e-01,1.199999999999999956e-01,3.169585000000000150e+02
3.420000000000000262e-01,1.199999999999999956e-01,3.169594999999999914e+02
3.599999999999999867e-01,1.199999999999999956e-01,3.169603000000000179e+02
3.780000000000000027e-01,1.199999999999999956e-01,3.169610000000000127e+02
3.960000000000000187e-01,1.199999999999999956e-01,3.169615000000000009e+02
4.139999999999999791e-01,1.199999999999999956e-01,3.169619999999999891e+02
4.319999999999999951e-01,1.199999999999999956e-01,3.169621999999999957e+02
4.500000000000000111e-01,1.199999999999999956e-01,3.169624000000000024e+02
4.680000000000000271e-01,1.199999999999999956e-01,3.169624000000000024e+02
4.859999999999999876e-01,1.199999999999999956e-01,3.169621999999999957e+02
5.040000000000000036e-01,1.199999999999999956e-01,3.169619999999999891e+02
5.220000000000000195e-01,1.199999999999999956e-01,3.169615000000000009e+02
5.400000000000000355e-01,1.199999999999999956e-01,3.169610000000000127e+02
5.580000000000000515e-01,1.199999999999999956e-01,3.169603000000000179e+02
5.759999999999999565e-01,1.199999999999999956e-01,3.169594999999999914e+02
5.939999999999999725e-01,1.199999999999999956e-01,3.169585000000000150e+02
6.119999999999999885e-01,1.199999999999999956e-01,3.169574000000000069e+02
6.300000000000000044e-01,1.199999999999999956e-01,3.169560999999999922e+02
6.480000000000000204e-01,1.199999999999999956e-01,3.169547999999999774e+02
6.660000000000000364e-01,1.199999999999999956e-01,3.169531999999999812e+02
6.840000000000000524e-01,1.199999999999999956e-01,3.169515999999999849e+02
7.019999999999999574e-01,1.199999999999999956e-01,3.169497999999999820e+02
7.199999999999999734e-01,1.199999999999999956e-01,3.169479000000000042e+02
7.379999999999999893e-01,1.199999999999999956e-01,3.169458999999999946e+02
7.560000000000000053e-01,1.199999999999999956e-01,3.169436999999999784e+02
7.740000000000000213e-01,1.199999999999999956e-01,3.169413999999999874e+02
7.920000000000000373e-01,1.199999999999999956e-01,3.169390000000000214e+02
8.100000000000000533e-01,1.199999999999999956e-01,3.169363999999999919e+02
8.279999999999999583e-01,1.199999999999999956e-01,3.169338000000000193e+02
8.459999999999999742e-01,1.199999999999999956e-01,3.169309999999999832e+02
8.639999999999999902e-01,1.199999999999999956e-01,3.169280999999999722e+02
8.820000000000000062e-01,1.199999999999999956e-01,3.169250000000000114e+02
9.000000000000000222e-01,1.199999999999999956e-01,3.169218999999999937e+02
1.799999999999999864e-02,1.260000000000000009e-01,3.158906999999999812e+02
3.599999999999999728e-02,1.260000000000000009e-01,3.158935999999999922e+02
